ToolName	SP	SP_NAME
Д-16.850ЭР (320_438).xlsx	00.10.02.02.01	Шнур питания с вилкой
Д-16.850ЭР (320_438).xlsx	68.04.00.06.00	Трубка защитная шнура
Д-16.850ЭР (320_438).xlsx	320.05.00.06.00	Ручка-накладка
Д-16.850ЭР (320_438).xlsx	00.02.03.01.07	Винт саморез
Д-16.850ЭР (320_438).xlsx	68.02.01.00.00	Ручка боковая в сборе
Д-16.850ЭР (320_438).xlsx	68.02.00.01.04	Хомут
Д-16.850ЭР (320_438).xlsx	68.02.01.02.00	Винт специальный
Д-16.850ЭР (320_438).xlsx	68.02.01.05.00	Винт барашковый
Д-16.850ЭР (320_438).xlsx	68.02.01.03.00	Держатель
Д-16.850ЭР (320_438).xlsx	68.02.01.04.00	Прижим
Д-16.850ЭР (320_438).xlsx	68.02.01.07.00	Ручка
Д-16.850ЭР (320_438).xlsx	68.02.01.07.21	Заглушка
Д-16.850ЭР (320_438).xlsx	68.02.00.01.00	Ограничитель глубины бурения (сверления)
Д-16.850ЭР (320_438).xlsx	438.02.01.01.00	Насадка смеситель
Д-16.850ЭР (320_438).xlsx	438.02.01.02.00	Удлинитель
Д-16.850ЭР (320_438).xlsx	473.02.00.05.00	Ключ специальный
Д-16.850ЭР (320_438).xlsx	473.02.00.05.00	Ключ гаечный рожковый
ДУ-13.650ЭР (581).xlsx	00.02.04.01.29	Винт фиксирующий M6Lx20
ДУ-13.650ЭР (581).xlsx	00.20.10.02.00	Патрон сверлильный с ключом 
ДУ-13.650ЭР (581).xlsx	581.02.13.00.00	Шпиндель в сборе
ДУ-13.650ЭР (581).xlsx	581.02.13.03.01	Шпиндель
ДУ-13.650ЭР (581).xlsx	00.11.12.17.18	Подшипник игольчатый НК12х17х18
ДУ-13.650ЭР (581).xlsx	581.11.12.17.18	Втулка
ДУ-13.650ЭР (581).xlsx	581.02.13.03.05	Колесо зубчатое
ДУ-13.650ЭР (581).xlsx	00.02.10.06.00	Шарик 
ДУ-13.650ЭР (581).xlsx	581.02.13.03.02	Пружина 
ДУ-13.650ЭР (581).xlsx	581.05.13.00.00	Промщит в сборе
ДУ-13.650ЭР (581).xlsx	00.11.07.08.00	Подшипник игольчатый НК0708
ДУ-13.650ЭР (581).xlsx	581.02.13.03.03	Наковальня
ДУ-13.650ЭР (581).xlsx	581.05.13.03.01	Промщит
ДУ-13.650ЭР (581).xlsx	00.01.01.01.05	Подшипник  шариковый
ДУ-13.650ЭР (581).xlsx	581.12.13.03.01	Якорь с вентилятором
ДУ-13.650ЭР (581).xlsx	581.12.13.03.02	Статор
ДУ-13.650ЭР (581).xlsx	00.02.03.01.11	Винт саморез
ДУ-13.650ЭР (581).xlsx	581.05.13.03.02	Пластина опорная
ДУ-13.650ЭР (581).xlsx	581.07.13.03.06	Клавиша переключения режимов
ДУ-13.650ЭР (581).xlsx	581.07.13.03.16	Клавиша переключения режимов
ДУ-13.650ЭР (581).xlsx	581.07.13.03.01	Корпус комплект (лев.+пр.)
ДУ-13.650ЭР (581).xlsx	631.04.04.01.00	Щеткодержатель в сборе
ДУ-13.650ЭР (581).xlsx	581.07.13.03.03	Корпус контактора
ДУ-13.650ЭР (581).xlsx	581.05.13.03.04	Полукольцо-контактор
ДУ-13.650ЭР (581).xlsx	631.04.04.02.00	Щеточный диск в сборе
ДУ-13.650ЭР (581).xlsx	581.07.13.03.02	Корпус щеткодержателя
ДУ-13.650ЭР (581).xlsx	581.05.13.03.03	Обойма щеткодержателя
ДУ-13.650ЭР (581).xlsx	00.08.13.03.01	Щетка электрическая
ДУ-13.650ЭР (581).xlsx	581.09.13.03.02	Пружина
ДУ-13.650ЭР (581).xlsx	581.07.13.03.05	Планка фиксации шнура
ДУ-13.650ЭР (581).xlsx	329.05.00.03.00	Упор резиновый
ДУ-13.650ЭР (581).xlsx	581.07.13.03.04	Переключатель реверса
ДУ-13.650ЭР (581).xlsx	581.07.13.03.14	Переключатель реверса
ДУ-13.650ЭР (581).xlsx	00.03.26.03.00	Выключатель
ДУ-13.650ЭР (581).xlsx	00.03.26.03.01	Выключатель
ДУ-13.650ЭР (581).xlsx	00.02.03.01.28	Винт саморез
ДУ-13.650ЭР (581).xlsx	00.08.13.03.02	Катушка индуктивности
ДУ-13.650ЭР (581).xlsx	00.10.02.01.01	Шнур питания с вилкой H05VV-F 2X0.75mm 2, 0m
ДУ-13.650ЭР (581).xlsx	68.04.00.06.00	Трубка защитная шнура
ДУ-13.650ЭР (581).xlsx	68.02.00.01.00	Ограничитель глубины бурения (сверления)
ДУ-13.650ЭР (581).xlsx	02.02.02.00.00	Рукоятка дополнительная в сборе 
ДУ-13.650ЭР (581).xlsx	67.02.01.00.00	Винт 
ДУ-13.650ЭР (581).xlsx	67.02.00.03.00	Прижим
ДУ-13.650ЭР (581).xlsx	67.02.00.02.00	Рукоятка (дополнительная)
ДУ-13.650ЭР (581).xlsx	00.02.01.01.06	Гайка специальная М6
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.00.01.00	Колпачок пылезащитный
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.99.02.25	Кольцо пружинное В28
М-12.1250ЭВ (520)изм2023.05.xlsx	326.03.00.06.00	Втулка
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.00.04.00	Втулка защитная
М-12.1250ЭВ (520)изм2023.05.xlsx	326.03.00.08.00	Держатель
М-12.1250ЭВ (520)изм2023.05.xlsx	326.03.00.09.00	Кольцо опорное пружины
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.00.10.00	Пружина
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.00.03.00	Фиксатор положения инструмента
М-12.1250ЭВ (520)изм2023.05.xlsx	00.05.01.02.09	Винт
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.02.01.06	Шайба гроверная ?6
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.01.01.00	Крышка передняя
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.15.01.00	Ствол
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.15.04.00	Кольцо уплотнительное
М-12.1250ЭВ (520)изм2023.05.xlsx	520.05.01.04.00	Кольцо стопорное ?38
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.15.16.00	Втулка
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.01.02.00	Проммасса
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.01.08.00	Корпус ловителя
М-12.1250ЭВ (520)изм2023.05.xlsx	520.08.15.08.00	Шайба
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.01.11.00	Крышка ловителя
М-12.1250ЭВ (520)изм2023.05.xlsx	520.08.15.06.00	Шайба
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.02.03.00	Ударник в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.02.03.01	Боёк
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.15.02.00	Кольцо уплотнительное
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.15.03.00	Кольцо уплотнительное
М-12.1250ЭВ (520)изм2023.05.xlsx	520.08.15.01.00	Шайба ?6
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.02.00.00	Ствол в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.00.05.00	Чехол ствола
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.15.17.00	Кольцо
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.02.07.00	Цилиндр
М-12.1250ЭВ (520)изм2023.05.xlsx	520.08.15.04.00	Шайба из картона
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.04.00.00	Поршень в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.15.02.00	Кольцо уплотнительное
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.04.01.00	Поршень
М-12.1250ЭВ (520)изм2023.05.xlsx	520.04.01.08.00	Палец
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.15.07.00	Кольцо уплотнительное
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.04.05.00	Шатун в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.05.00.00	Корпус редуктора в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.03.11.00	Втулка
М-12.1250ЭВ (520)изм2023.05.xlsx	520.52.01.10.00	Шайба
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.05.02.00	Корпус редуктора
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.03.01.00	Манжета
М-12.1250ЭВ (520)изм2023.05.xlsx	00.01.01.02.30	Подшипник шариковый 6201-2RS
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.04.01.37	Винт М5х8
М-12.1250ЭВ (520)изм2023.05.xlsx	00.01.02.01.45	Подшипник
М-12.1250ЭВ (520)изм2023.05.xlsx	00.01.02.01.46	Подшипник
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.07.01.00	Кривошип
М-12.1250ЭВ (520)изм2023.05.xlsx	520.05.01.00.00	Пробка смазки в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	520.05.01.01.00	Пробка для смазки
М-12.1250ЭВ (520)изм2023.05.xlsx	520.03.10.07.00	Кольцо уплотнительное
М-12.1250ЭВ (520)изм2023.05.xlsx	520.05.03.06.01	Дефлектор
М-12.1250ЭВ (520)изм2023.05.xlsx	520.04.02.01.00	Якорь
М-12.1250ЭВ (520)изм2023.05.xlsx	00.01.01.21.12	Подшипник ротора
М-12.1250ЭВ (520)изм2023.05.xlsx	520.05.03.06.00	Дефлектор
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.03.01.11	Винт саморез
М-12.1250ЭВ (520)изм2023.05.xlsx	520.04.01.00.00	Статор
М-12.1250ЭВ (520)изм2023.05.xlsx	520.05.00.02.00	Корпус двигателя
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.02.02.13	Шайба плоская
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.02.01.05	Шайба гроверная ?5
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.04.02.54	Винт
М-12.1250ЭВ (520)изм2023.05.xlsx	519.04.03.01.00	Обойма щеткодержателя
М-12.1250ЭВ (520)изм2023.05.xlsx	439.04.03.04.00	Щетка электрическая
М-12.1250ЭВ (520)изм2023.05.xlsx	439.04.03.04.90	Щетка электрическая (комплект)
М-12.1250ЭВ (520)изм2023.05.xlsx	439.04.03.03.00	Пружина щеткодержателя
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.03.01.02	Винт саморез
М-12.1250ЭВ (520)изм2023.05.xlsx	519.08.02.03.01	Провод монтажный с клеммой
М-12.1250ЭВ (520)изм2023.05.xlsx	00.10.07.01.24	Блок электронный
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.03.01.11	Винт саморез
М-12.1250ЭВ (520)изм2023.05.xlsx	520.05.00.03.00	Крышка корпуса двигателя
М-12.1250ЭВ (520)изм2023.05.xlsx	439.03.02.14.00	Пружина цилиндрическая
М-12.1250ЭВ (520)изм2023.05.xlsx	328.05.00.07.00	Оболочка демпфера
М-12.1250ЭВ (520)изм2023.05.xlsx	439.05.00.06.00	Шайба
М-12.1250ЭВ (520)изм2023.05.xlsx	441.05.00.10.00	Вставка демпфера
М-12.1250ЭВ (520)изм2023.05.xlsx	439.05.00.09.00	Шайба
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.04.01.14	Винт M5X12
М-12.1250ЭВ (520)изм2023.05.xlsx	441.05.02.00.00	Ручка в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	441.04.05.01.00	Кнопка выключателя
М-12.1250ЭВ (520)изм2023.05.xlsx	00.03.08.15.00	Выключатель 
М-12.1250ЭВ (520)изм2023.05.xlsx	519.08.02.04.00	Индуктор
М-12.1250ЭВ (520)изм2023.05.xlsx	00.10.05.01.05	Блок конденсаторный
М-12.1250ЭВ (520)изм2023.05.xlsx	00.10.09.01.01	Колодка клеммная в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	68.04.00.04.00	Планка фиксации шнура
М-12.1250ЭВ (520)изм2023.05.xlsx	00.10.02.02.01	Шнур питания с вилкой
М-12.1250ЭВ (520)изм2023.05.xlsx	68.04.00.06.00	Трубка защитная шнура
М-12.1250ЭВ (520)изм2023.05.xlsx	328.05.00.12.00	Втулка
М-12.1250ЭВ (520)изм2023.05.xlsx	00.02.03.01.62	Винт саморез
М-12.1250ЭВ (520)изм2023.05.xlsx	520.02.01.00.00	Ручка боковая в сборе
М-12.1250ЭВ (520)изм2023.05.xlsx	520.02.01.02.00	Хомут
М-12.1250ЭВ (520)изм2023.05.xlsx	68.02.01.02.00	Винт специальный
М-12.1250ЭВ (520)изм2023.05.xlsx	520.02.01.04.00	Держатель
М-12.1250ЭВ (520)изм2023.05.xlsx	593.02.01.07.00	Ручка 
М-12.1250ЭВ (520)изм2023.05.xlsx	441.04.00.02.00	Провод  электрический 
М-12.1250ЭВ (520)изм2023.05.xlsx	520.05.05.04.00	Шайба
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.00.00	Ствол в сборе
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.01.00	Втулка защитная
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.02.00	Колпачок пылезащитный
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.03.00	Кольцо пружинное
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.04.00	Шайба
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.05.00	Амортизатор
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.06.00	Втулка
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.07.00	Сухарь
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.08.00	Основание пружины
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.09.00	Пружина
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.10.00	Втулка
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.11.00	Кожух
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.12.00	Шарик
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.01.00	Кольцо
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.14.00	Кольцо резиновое
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.15.00	Букса
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.16.00	Кольцо резиновое
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.99.01.15	Кольцо пружинное
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.17.00	Манжета
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.01.18.00	Проммасса
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.04.04.12	Винт
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.02.01.08	Шайба пружинная 
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.01.00	Кольцо
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.02.00	Верхняя опора пружины
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.03.00	Нижняя опора пружины
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.04.00	Кольцо резиновое
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.05.00	Ударник
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.06.00	Кольцо резиновое
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.07.00	Гильза
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.08.00	Пружина
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.09.00	Ствол
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.10.00	Кольцо
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.02.00.00	Поршень в сборе
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.06.00	Кольцо резиновое
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.02.02.00	Поршень
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.02.03.00	Палец
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.02.04.00	Шатун
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.11.00	Кривошип
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.12.00	Шайба
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.11.22.16.15	Подшипник игольчатый 22х16х15.5
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.01.00.00	Корпус редуктора в сборе
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.01.01.00	Втулка
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.03.00.12.00	Шайба
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.01.03.00	Корпус редуктора
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.01.02.01.08	Подшипник игольчатый
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.01.05.00	Манжета
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.01.06.00	Сальник
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.99.01.01	Кольцо пружинное
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.04.01.01	Винт
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.00.01.00	Крышка редуктора
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.00.04.00	Фитиль
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.00.05.00	Диафрагма
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.03.01.11	Винт саморез
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.04.01.01.00	Пластина статора
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.04.01.00.00	Статор 
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.05.00.06.00	Корпус двигателя
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.02.02.11	Шайба
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.02.01.06	Шайба гроверная ?6
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.04.04.18	Винт
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.02.01.05	Шайба гроверная ?5
М-20.1500ЭВ (441) изм.09.2022..xlsx	00.02.03.01.01	Винт саморез
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.04.03.02.00	Щеткодержатель
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.04.03.03.00	Пружина спиральная
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.04.03.05.00	Щетка электрическая
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.04.03.05.90	Щетка электрическая (комплект)
М-20.1500ЭВ (441) изм.09.2022..xlsx	441.04.04.00.00	Блок электронный
